prefix,function,expansion
"['pow', 'add', 'x', 'cos', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '4', 'x', 'mul', 's+', '4', 'pow', 'acot', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",(x + cos(x**5))**(4*x + 4*sqrt(acot(x))),x**4*(-48*pi*(-8 + 4*sqrt(2)/sqrt(pi) + 2*sqrt(2)*sqrt(pi)) - 12*sqrt(2)*sqrt(pi) - 16*sqrt(2)/sqrt(pi) + 3*(-8 + 4*sqrt(2)/sqrt(pi) + 2*sqrt(2)*sqrt(pi))**2 + 12*sqrt(2)/pi**(3/2) - 2*sqrt(2)*(-8 + 12/pi**2)/sqrt(pi) - 4*sqrt(2)*sqrt(pi)*(-8*sqrt(2)*sqrt(pi) - 12*sqrt(2)/sqrt(pi) + 12*sqrt(2)/pi**(3/2) + 24) + 32 + 64*pi**2)/24 + x**3*(-12 - 6*sqrt(2)*sqrt(pi)*(-8 + 4*sqrt(2)/sqrt(pi) + 2*sqrt(2)*sqrt(pi)) - 6*sqrt(2)/pi**(3/2) + 6*sqrt(2)/sqrt(pi) + 4*sqrt(2)*sqrt(pi) + 16*sqrt(2)*pi**(3/2))/6 + x**2*(-2*sqrt(2)*sqrt(pi) - 4*sqrt(2)/sqrt(pi) + 8 + 8*pi)/2 + 2*sqrt(2)*sqrt(pi)*x + 1
"['asin', 'x']",asin(x),x**3/6 + x
"['mul', 'exp', 'pow', 'x', 's+', '2', 'exp', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",exp(x**2)*exp(-x**3),x**4/2 - x**3 + x**2 + 1
"['exp', 'pow', 'acos', 'x', 'sin', 'x']",exp(acos(x)**sin(x)),E*x**4*(-120*log(pi/2)**2/pi - 8*(log(pi/2) + 12/pi**2)*log(pi/2) - 64/pi**3 + 15*log(pi/2)**4 + 96/pi**2)/24 + E*x**3*(-24*log(pi/2)/pi - 12/pi**2 - log(pi/2) + 5*log(pi/2)**3)/6 + E*x**2*(-4/pi + 2*log(pi/2)**2)/2 + E*x*log(pi/2) + E
"['sin', 'sin', 'x']",sin(sin(x)),-x**3/3 + x
"['ln', 'add', 's+', '1', 'pow', 'acos', 'pow', 'x', 's+', '2', 'x']",log(acos(x**2)**x + 1),x**4*(-12*log(pi/2)/pi - log(pi/2)**4/8)/24 - x**3/pi + x**2*log(pi/2)**2/8 + x*log(pi/2)/2 + log(2)
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['sin', 'add', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '2', 'x']",sin(x**(3/2) + 2*x),2*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '3', 'x']",-x**2 + 3*x,-x**2 + 3*x
"['add', 'x', 'mul', 's+', '8', 'pow', 'x', 's+', '3']",8*x**3 + x,8*x**3 + x
"['add', 'x', 'mul', 's-', '1', 'pow', 'tan', 'mul', 'pow', 's+', '3', 'x', 'pow', 'mul', 'x', 'acos', 'x', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x - sqrt(tan(3**x*(x*acos(x))**x)),-sqrt(tan(1))
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",2*x**3 + x**2*sin(x),3*x**3
"['mul', 's-', '1', 'acot', 'pow', 'x', 's+', '2']",-acot(x**2),x**2 - pi/2
"['mul', 'pow', 'add', 'x', 'pow', 'x', 's+', '6', 'mul', 's+', '3', '0', 'x', 'pow', 'acos', 'x', 's+', '3', '0']",(x**6 + x)**(30*x)*acos(x)**30,pi**30/1073741824
"['sin', 'add', 'x', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '3']",sin(x**3 + x**2 + x),-x**4/2 + 5*x**3/6 + x**2 + x
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'cos', 'add', 'pow', 'x', 's+', '5', 'mul', 's-', '1', 'x']",x**2 + x + cos(x**5 - x),x**4/24 + x**2/2 + x + 1
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'sin', 'x']",x**4 + x**2 - sin(x),x**4 + x**3/6 + x**2 - x
"['add', 'x', 'pow', 'x', 's+', '4']",x**4 + x,x**4 + x
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'sin', 'add', 's+', '1', 'x']",-sqrt(x) + x + sin(x + 1),sin(1)
"['mul', 'pow', 'x', 's+', '3', 'asin', 'x']",x**3*asin(x),x**4
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '9', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",-x**9 + 2*x**2,2*x**2
"['pow', 'tan', 'add', 'x', 'pow', 'tan', 'x', 'x', 's+', '6']",tan(x + tan(x)**x)**6,tan(1)**6
"['mul', 'x', 'pow', 'add', 's+', '2', 'add', 'x', 'mul', 's-', '1', 'cos', 'x', 's-', '1']",x/(x - cos(x) + 2),x**3/2 - x**2 + x
"['mul', 's+', '2', '7', 'pow', 'x', 's+', '3']",27*x**3,27*x**3
"['add', 'pow', 'x', 's+', '9', 'mul', 's-', '1', 'x']",x**9 - x,-x
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",-x**3 + x,-x**3 + x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",-x**3 + x**2,-x**3 + x**2
"['mul', 'x', 'exp', 'sin', 'add', 'x', 'pow', 'cos', 'x', 's+', '5']",x*exp(sin(x + cos(x)**5)),x**4*(-60*cos(1)**2 - 12*sin(1)*cos(1) - 4*cos(1) + 4*cos(1)**3 + 60*sin(1))*exp(sin(1))/24 + x**3*(-15*cos(1) - 3*sin(1) + 3*cos(1)**2)*exp(sin(1))/6 + x**2*exp(sin(1))*cos(1) + x*exp(sin(1))
"['pow', 'cos', 'mul', 's+', '2', 'x', 's+', '8']",cos(2*x)**8,352*x**4/3 - 16*x**2 + 1
"['add', 's+', '1', 'cos', 'tan', 'x']",cos(tan(x)) + 1,-7*x**4/24 - x**2/2 + 2
"['add', 'mul', 's-', '1', 'x', 'tan', 'x']",-x + tan(x),x**3/3
"['tan', 'x']",tan(x),x**3/3 + x
"['asin', 'pow', 'x', 'add', 'x', 'add', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '4', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'add', 'mul', 's-', '4', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '6', 'pow', 'x', 's+', '2']",asin(x**(-4*x**(5/2) - 4*x**(3/2) + x**3 + 6*x**2 + x)),pi/2
"['add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '6', 'pow', 'cos', 'pow', 'x', 's+', '4', 's+', '6', 'tan', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",-x**6*cos(x**4)**6 + tan(sqrt(1 - x**2)),x**4*(-3*tan(1)**2 - 3 + 6*(1 + tan(1)**2)*tan(1))/24 + x**2*(-tan(1)**2 - 1)/2 + tan(1)
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', 'mul', 'x', 'acot', 'x']",-x**6 + x*acot(x),x**4/3 - x**2 + pi*x/2
"['add', 'mul', 's+', '3', 'pow', 'x', 's+', '4', 'mul', 'x', 'sin', 'x']",3*x**4 + x*sin(x),17*x**4/6 + x**2
"['mul', 'x', 'tan', 'tan', 'x']",x*tan(tan(x)),2*x**4/3 + x**2
"['add', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'cos', 'sin', 'x', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '4', 'cos', 'sin', 'x']",2*x**4*cos(sin(x)) + 2*x**2*cos(sin(x)),x**4 + 2*x**2
"['pow', 'add', 's+', '1', 'x', 'x']",(x + 1)**x,5*x**4/6 - x**3/2 + x**2 + 1
"['exp', 'mul', 's+', '2', 'x']",exp(2*x),2*x**4/3 + 4*x**3/3 + 2*x**2 + 2*x + 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '3', 'x', 'mul', 's-', '1', 'mul', 'x', 'cos', 'x']",-x**2 - x*cos(x) + 3*x,x**3/2 - x**2 + 2*x
"['add', 'mul', 's-', '1', 'x', 'sin', 'x']",-x + sin(x),-x**3/6
"['mul', 's+', '4', 'x']",4*x,4*x
"['add', 'pow', 'x', 's+', '4', 'tan', 'x']",x**4 + tan(x),x**4 + x**3/3 + x
"['add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'ln', 'acot', 'x']",x**3 - log(acot(x)),x**4*(-8/pi + 24/pi**3)/(6*pi) + x**3*(-4/pi + 16/pi**3 + 6)/6 + 2*x**2/pi**2 + 2*x/pi - log(pi/2)
"['add', 'pow', 'x', 's+', '2', 'tan', 'add', 'pow', 'x', 's+', '3', 'sin', 'pow', 'x', 's+', '6']",x**2 + tan(x**3 + sin(x**6)),x**3 + x**2
"['mul', 'x', 'exp', 'mul', 'x', 'pow', 'add', 's+', '2', 'x', 's-', '1']",x*exp(x/(x + 2)),x**4/48 - x**3/8 + x**2/2 + x
"['mul', 's+', '8', 'pow', 'x', 's+', '3']",8*x**3,8*x**3
"['acot', 'pow', 'x', 'x']",acot(x**x),pi/4
"['mul', 'x', 'mul', 'pow', 'acot', 'x', 's-', '1', 'cos', 'x']",x*cos(x)/acot(x),x**4*(-24/pi + 16*(-1 + 12/pi**2)/pi)/(12*pi) + x**3*(-3 + 24/pi**2)/(3*pi) + 4*x**2/pi**2 + 2*x/pi
"['mul', 'x', 'pow', 'add', 'x', 'mul', 's-', '1', 'sin', 'add', 's+', '1', 'add', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 's-', '1']",x/(x - sin(x**4 + 2*x**2 + 1)),-x**4*(-12*cos(1)/sin(1) + 3/sin(1)**2)/(3*sin(1)**2) + x**3*(-3/sin(1) + 6*cos(1))/(3*sin(1)**2) - x**2/sin(1)**2 - x/sin(1)
"['mul', 'x', 'asin', 'pow', 'acot', 'acot', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x*asin(sqrt(acot(acot(x)))),x**4*(-4 - 3*pi/((1 + pi**2/4)**2*acot(pi/2)) - 4/(1 + pi**2/4) + 1/((-1 + acot(pi/2))*(1 + pi**2/4)**2*acot(pi/2)) + 3/(2*(1 + pi**2/4)**2*acot(pi/2)**2) + 3/(2*(-1 + acot(pi/2))**2*(1 + pi**2/4)**2) - 3*pi/((-1 + acot(pi/2))*(1 + pi**2/4)**2) + 4*pi**2/(1 + pi**2/4)**2)/(24*(1 + pi**2/4)*sqrt(1 - acot(pi/2))*sqrt(acot(pi/2))) + x**3*(-3/(4*(1 + pi**2/4)*acot(pi/2)) - 3/(4*(-1 + acot(pi/2))*(1 + pi**2/4)) + 3*pi/(2*(1 + pi**2/4)))/(6*(1 + pi**2/4)*sqrt(1 - acot(pi/2))*sqrt(acot(pi/2))) + x**2/(2*(1 + pi**2/4)*sqrt(1 - acot(pi/2))*sqrt(acot(pi/2))) + x*asin(sqrt(acot(pi/2)))
"['mul', 'pow', 'x', 's+', '2', 'cos', 's+', '1']",x**2*cos(1),x**2*cos(1)
"['add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '5']",x**5 + x**2,x**2
"['add', 'mul', 's-', '1', 'tan', 'x', 'acot', 'x']",-tan(x) + acot(x),-2*x + pi/2
"['add', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'x']",x**3 + 2*x,x**3 + 2*x
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pi']",pi/2,pi/2
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'cos', 'x']",x**2 - cos(x),-x**4/24 + 3*x**2/2 - 1
"['add', 'x', 'exp', 'pow', 'asin', 'x', 's+', '3', '0']",x + exp(asin(x)**30),x + 1
"['mul', 'x', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1']",x/sqrt(1 - x**2),x**3/2 + x
"['add', 'pow', 'x', 's+', '6', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'pow', 'x', 's+', '4']",x**6 + 4*x**4 + 4*x**2,4*x**4 + 4*x**2
"['add', 's+', '1', 'mul', 's+', '2', 'x']",2*x + 1,2*x + 1
"['tan', 'mul', 's+', '2', 'x']",tan(2*x),8*x**3/3 + 2*x
"['add', 'x', 'mul', 's-', '1', 'cos', 'x']",x - cos(x),-x**4/24 + x**2/2 + x - 1
"['acos', 'add', 'x', 'add', 'pow', 'x', 's+', '1', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', '1', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '1', '5', 'mul', 's+', '3', 'pow', 'x', 's+', '1', '8']",acos(-x**21 + 3*x**18 - 3*x**15 + x**12 + x),-x**3/6 - x + pi/2
"['add', 'pow', 'x', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'cos', 'x']",x**3 + x**2*cos(x),-x**4/2 + x**3 + x**2
"['add', 'x', 'cos', 'pow', 'x', 's+', '5']",x + cos(x**5),x + 1
"['add', 'x', 'cos', 'pow', 'x', 's+', '3']",x + cos(x**3),x + 1
"['add', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '1', 'x', 'mul', 's-', '1', 'tan', 'x']",x**3 - x - tan(x),2*x**3/3 - 2*x
"['add', 's+', '2', 'add', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'x']",x**4 + 2*x + 2,x**4 + 2*x + 2
"['pow', 'acot', 'add', 'x', 'mul', 's-', '1', 'sin', 'x', 's+', '2']",acot(x - sin(x))**2,-pi*x**3/6 + pi**2/4
"['cos', 'mul', 's+', '2', 'x']",cos(2*x),2*x**4/3 - 2*x**2 + 1
"['add', 'mul', 's-', '1', 'x', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '9']",16*x**9 - x,-x
"['add', 'x', 'mul', 's-', '1', 'cos', 'pow', 'x', 's+', '2']",x - cos(x**2),x**4/2 + x - 1
"['add', 'x', 'pow', 'pow', 'acos', 'x', 's+', '2', 'x']",x + (acos(x)**2)**x,x**4*(-48*log(pi**2/4)**2/pi - 4*(32/pi**2 + 4)/pi - 96*log(pi**2/4)/pi**2 + log(pi**2/4)**4 + 192/pi**2)/24 + x**3*(-24*log(pi**2/4)/pi - 24/pi**2 + log(pi**2/4)**3)/6 + x**2*(-8/pi + log(pi**2/4)**2)/2 + x*(log(pi**2/4) + 1) + 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-x**2 + 2*x,-x**2 + 2*x
"['mul', 's+', '2', 'pow', 'x', 's+', '3']",2*x**3,2*x**3
"['mul', 's-', '1', 'sin', 'x']",-sin(x),x**3/6 - x
"['acot', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",acot(2*x**2),-2*x**2 + pi/2
"['add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2 - x,2*x**2 - x
"['add', 'x', 'mul', 'x', 'pow', 'acos', 'pow', 'x', 's+', '3', 's-', '1']",x + x/acos(x**3),4*x**4/pi**2 + x*(2/pi + 1)
"['add', 'pow', 'x', 's+', '6', 'mul', 's-', '2', 'x']",x**6 - 2*x,-2*x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'sin', 'x']",x**2 - sin(x),x**3/6 + x**2 - x
"['add', 'mul', 'pow', 'x', 's+', '2', 'asin', 'x', 'add', 'mul', 'pow', 'x', 's+', '5', 'asin', 'x', 'add', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '3', 'asin', 'x', 'add', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '4', 'asin', 'x', 'asin', 'x']",x**5*asin(x) + 3*x**4*asin(x) + 3*x**3*asin(x) + x**2*asin(x) + asin(x),3*x**4 + 7*x**3/6 + x
"['add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'x']",x**3 - x,x**3 - x
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'pow', 'x', 's+', '6']",x**6 + x**3 + x,x**3 + x
"['add', 's+', '1', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'cos', 'x']",cos(x)/2 + 1,x**4/48 - x**2/4 + 3/2
"['acos', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",acos(2*x**2),-2*x**2 + pi/2
"['add', 'x', 'cos', 'pow', 'x', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",x + cos(x**(x/2)),cos(1)
"['add', 'pow', 'x', 's+', '1', '1', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '6', 'mul', 's+', '5', 'x']",x**11 + 4*x**6 + 5*x,5*x
"['add', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'cos', 's+', '1']",x**(3/2) + cos(1),cos(1)
"['add', 'mul', 's-', '1', 'tan', 'x', 'acot', 'pow', 'x', 'add', 's+', '1', 'x']",-tan(x) + acot(x**(x + 1)),pi/2
"['asin', 'pow', 'x', 's+', '2']",asin(x**2),x**2
"['add', 's+', '1', 'add', 'x', 'pow', 'x', 's+', '2']",x**2 + x + 1,x**2 + x + 1
"['add', 'pow', 'x', 's+', '2', 'cos', 'x']",x**2 + cos(x),x**4/24 + x**2/2 + 1
"['mul', 'pow', 'x', 's+', '3', 'acot', 'cos', 'pow', 'x', 's+', '2']",x**3*acot(cos(x**2)),pi*x**3/4
"['mul', 's+', '4', 'pow', 'sin', 'add', 'x', 'mul', 'mul', 's+', '1', 'pow', 's+', '4', 's-', '1', 'pi', 's+', '4']",4*sin(x + pi/4)**4,-16*x**4/3 - 8*x**3/3 + 4*x**2 + 4*x + 1
"['mul', 's+', '1', '6', 'pow', 'x', 's+', '4']",16*x**4,16*x**4
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'cos', 'x']",-x**2 + cos(x),x**4/24 - 3*x**2/2 + 1
"['mul', 'x', 'pow', 'exp', 'tan', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x*sqrt(exp(tan(x))),3*x**4/16 + x**3/8 + x**2/2 + x
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '3', 'mul', 's+', '4', 'pow', 'x', 's+', '2']",2*x**3 + 4*x**2,2*x**3 + 4*x**2
"['add', 's+', '1', 'mul', 's-', '1', 'x']",1 - x,1 - x
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'cos', 'x']",x**2 + x*cos(x),-x**3/2 + x**2 + x
"['add', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '5', 'add', 'mul', 's+', '3', '2', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '1', '0', 'mul', 'x', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '4', 'add', 'mul', 's+', '4', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '3', 'add', 'mul', 's+', '8', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '2', 'mul', 's+', '8', '0', 'mul', 'pow', 'x', 's+', '4', 'acot', 'mul', 's+', '2', 'x']",32*x**5 + 80*x**4*acot(2*x) + 80*x**3*acot(2*x)**2 + 40*x**2*acot(2*x)**3 + 10*x*acot(2*x)**4 + acot(2*x)**5,5*pi**4*x**3/6 + pi**5/32
"['add', 'mul', 's-', '1', 'tan', 'tan', 'x', 'mul', 's+', '4', 'x']",4*x - tan(tan(x)),-2*x**3/3 + 3*x
"['add', 'mul', 's+', '2', 'x', 'acos', 'x']",2*x + acos(x),-x**3/6 + x + pi/2
"['add', 's-', '1', 'add', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",x**2 + 2*x - 1,x**2 + 2*x - 1
"['pow', 'sin', 'add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 'x', 'mul', 's-', '1', 'x', 'acot', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sin(x**2 - x + x**x)**acot(sqrt(x)),sin(1)**(pi/2)
"['tan', 'add', 'pow', 'x', 's+', '3', 'add', 'mul', 'pow', 'x', 's+', '3', 'pow', 'ln', 'x', 's-', '3', 'add', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '3', 'pow', 'ln', 'x', 's-', '1', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '3', 'pow', 'ln', 'x', 's-', '2']",tan(x**3 + 3*x**3/log(x) + 3*x**3/log(x)**2 + x**3/log(x)**3),x**3
"['add', 'x', 'sin', 'add', 'x', 'add', 'mul', 'pow', 'x', 's+', '2', 'cos', 'x', 'mul', 'pow', 'x', 's+', '5', 'cos', 'x']",x + sin(x**5*cos(x) + x**2*cos(x) + x),-x**4 - x**3/6 + x**2 + 2*x
"['add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '7']",x**7 + x**2,x**2
"['add', 'x', 'add', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '5', 'mul', 's+', '3', 'pow', 'x', 's+', '4']",x**6 - 3*x**5 + 3*x**4 - x**3 + x,3*x**4 - x**3 + x
"['add', 'mul', 's+', '2', 'x', 'mul', 'pow', 'x', 's+', '5', 'pow', 'acot', 'x', 's+', '5']",x**5*acot(x)**5 + 2*x,2*x
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'asin', 'cos', 'cos', 'x']",-sqrt(x) + x + asin(cos(cos(x))),-1 + pi/2
"['add', 'x', 'tan', 'pow', 'x', 's+', '2']",x + tan(x**2),x**2 + x
"['add', 'mul', 'x', 'exp', 'mul', 's-', '1', 'cos', 'x', 'mul', 'pow', 'x', 's+', '4', 'exp', 'mul', 's-', '1', 'cos', 'x']",x**4*exp(-cos(x)) + x*exp(-cos(x)),x**4*exp(-1) + x**3*exp(-1)/2 + x*exp(-1)
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '6', 'add', 'pow', 'x', 's+', '8', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '5', 'mul', 's+', '2', 'pow', 'x', 's+', '7']",x**8 + 2*x**7 + x**6 + 2*x**5 + 2*x**4 + x**2,2*x**4 + x**2
"['add', 'mul', 's+', '2', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",2*x**3 + 2*x**2 + 2*x,2*x**3 + 2*x**2 + 2*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', '0', 'add', 'mul', 's-', '1', '5', 'pow', 'x', 's+', '2', '4', 'add', 'mul', 's-', '1', '5', 'pow', 'x', 's+', '4', '2', 'add', 'mul', 's+', '2', 'x', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '1', '5', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '5', '1', 'mul', 's+', '2', '0', 'pow', 'x', 's+', '3', '3']",-x**60 + 6*x**51 - 15*x**42 + 20*x**33 - 15*x**24 + 6*x**15 - x**6 + 2*x,2*x
"['acot', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's-', '2', 'mul', 'x', 'exp', 'x']",acot(2*x**2 - 2*x*exp(x)),x**4/3 - 5*x**3/3 + 2*x + pi/2
"['acos', 'pow', 'x', 's+', '2']",acos(x**2),-x**2 + pi/2
"['add', 'x', 'add', 'mul', 'pow', 'x', 's+', '2', 'acot', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '3', 'acot', 'x']",-x**3*acot(x) + x**2*acot(x) + x,x**4 + x**3*(-3*pi - 6)/6 + pi*x**2/2 + x
"['add', 'mul', 'pow', 'x', 's+', '3', 'sin', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '5', 'sin', 'x']",-x**5*sin(x) + x**3*sin(x),x**4
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'acos', 'x']",2*x**3 + x**2*acos(x),x**3 + pi*x**2/2
"['add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'cos', 'x']",x**3 - cos(x),-x**4/24 + x**3 + x**2/2 - 1
"['add', 'x', 'add', 'pow', 'x', 'mul', 's+', '6', 'pow', 'x', 's+', '3', 'add', 'pow', 'acos', 'x', 's+', '6', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 'pow', 'x', 's+', '3', 'pow', 'acos', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 'mul', 's+', '5', 'pow', 'x', 's+', '3', 'acos', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '3', 'pow', 'acos', 'x', 's+', '4', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 'mul', 's+', '4', 'pow', 'x', 's+', '3', 'pow', 'acos', 'x', 's+', '2', 'mul', 's+', '2', '0', 'mul', 'pow', 'x', 'mul', 's+', '3', 'pow', 'x', 's+', '3', 'pow', 'acos', 'x', 's+', '3']",x + x**(6*x**3) + 6*x**(5*x**3)*acos(x) + 15*x**(4*x**3)*acos(x)**2 + 20*x**(3*x**3)*acos(x)**3 + 15*x**(2*x**3)*acos(x)**4 + 6*x**(x**3)*acos(x)**5 + acos(x)**6,1 + 3*pi + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16
"['add', 's+', '1', 'add', 'x', 'cos', 'pow', 'x', 's+', '2']",x + cos(x**2) + 1,-x**4/2 + x + 2
"['tan', 'cos', 'mul', 's+', '2', 'x']",tan(cos(2*x)),2*x**4*(1 + 6*tan(1))*(1 + tan(1)**2)/3 + x**2*(-4*tan(1)**2 - 4)/2 + tan(1)
"['add', 'pow', 'x', 's+', '2', 'acot', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x**2 + acot(sqrt(x)),pi/2
"['add', 'mul', 's-', '1', 'x', 'mul', 'x', 'pow', 'tan', 'x', 's+', '3']",x*tan(x)**3 - x,x**4 - x
"['add', 'x', 'tan', 'cos', 'mul', 's+', '2', 'x']",x + tan(cos(2*x)),2*x**4*(1 + 6*tan(1))*(1 + tan(1)**2)/3 + x**2*(-4*tan(1)**2 - 4)/2 + x + tan(1)
"['add', 'pow', 'x', 's+', '3', '5', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '2', '4', 'add', 'mul', 's+', '8', 'pow', 'x', 's+', '2', 'mul', 's+', '1', '2', 'pow', 'x', 's+', '1', '3']",x**35 + 6*x**24 + 12*x**13 + 8*x**2,8*x**2
"['acot', 'add', 'x', 'mul', 's+', '2', 'pow', 'x', 'x']",acot(x + 2*x**x),acot(2)
"['add', 'x', 'exp', 'asin', 'mul', 's+', '3', 'x']",x + exp(asin(3*x)),135*x**4/8 + 9*x**3 + 9*x**2/2 + 4*x + 1
