prefix,function,expansion
"['mul', 'x', 'acot', 'x']",x*acot(x),x**4/3 - x**2 + pi*x/2
"['mul', 'x', 'pow', 'add', 'mul', 's-', '1', 'cos', 'x', 'mul', 'x', 'cos', 'mul', 's+', '2', 'x', 's-', '1']",x/(x*cos(2*x) - cos(x)),-3*x**3/2 - x**2 - x
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '9', 'add', 'mul', 's-', '7', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '8', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '7', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '3', 'pow', 'sin', 'x', 's+', '3', 'add', 'mul', 's-', '9', 'mul', 'pow', 'x', 's+', '5', 'sin', 'x', 'add', 'mul', 's-', '3', 'mul', 'pow', 'x', 's+', '3', 'sin', 'x', 'add', 'mul', 's-', '3', 'mul', 'pow', 'x', 's+', '4', 'pow', 'sin', 'x', 's+', '2', 'add', 'mul', 's-', '3', 'mul', 'pow', 'x', 's+', '7', 'sin', 'x', 'add', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '3', 'pow', 'sin', 'x', 's+', '2', 'add', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '5', 'pow', 'sin', 'x', 's+', '2', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '4', 'sin', 'x', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '6', 'sin', 'x']",x**9 - 3*x**8 - 3*x**7*sin(x) + 6*x**7 + 6*x**6*sin(x) - 7*x**6 + 3*x**5*sin(x)**2 - 9*x**5*sin(x) + 6*x**5 - 3*x**4*sin(x)**2 + 6*x**4*sin(x) - 3*x**4 - x**3*sin(x)**3 + 3*x**3*sin(x)**2 - 3*x**3*sin(x) + x**3 + x,-6*x**4 + x**3 + x
"['add', 'x', 'pow', 'x', 's+', '3']",x**3 + x,x**3 + x
"['add', 'x', 'add', 'mul', 's-', '1', 'asin', 'x', 'sin', 'x']",x + sin(x) - asin(x),-x**3/3 + x
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'cos', 's+', '1', 's+', '2']",cos(1)**2,cos(1)**2
"['sin', 'add', 'x', 'mul', 'pow', 'x', 's+', '3', 'tan', 'x']",sin(x**3*tan(x) + x),x**4 - x**3/6 + x
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",x/2,x/2
"['add', 'mul', 's-', '1', 'x', 'sin', 'sin', 'add', 'x', 'tan', 'x']",-x + sin(sin(x + tan(x))),-7*x**3/3 + x
"['mul', 'pow', 'x', 's+', '4', 'pow', 'add', 'x', 'cos', 'x', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1']",x**4/sqrt(x + cos(x)),x**4
"['cos', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",cos(x**2 - x),-11*x**4/24 + x**3 - x**2/2 + 1
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's+', '1', 'x', 's-', '1', 'mul', 's+', '2', 'mul', 'x', 'pow', 'add', 's+', '1', 'x', 's-', '1']",x**2/(x + 1) + 2*x/(x + 1),-x**4 + x**3 - x**2 + 2*x
"['add', 'pow', 'x', 's+', '8', 'add', 'pow', 'acot', 'x', 's+', '4', 'add', 'mul', 's-', '3', '2', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '8', 'pow', 'x', 's+', '7', 'add', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '2', '4', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '4', '8', 'mul', 'pow', 'x', 's+', '4', 'acot', 'x', 'add', 'mul', 's-', '2', '4', 'mul', 'pow', 'x', 's+', '3', 'pow', 'acot', 'x', 's+', '2', 'add', 'mul', 's-', '4', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acot', 'x', 's+', '3', 'add', 'mul', 's-', '4', 'mul', 'pow', 'x', 's+', '6', 'acot', 'x', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '4', 'pow', 'acot', 'x', 's+', '2', 'add', 'mul', 's+', '8', 'mul', 'x', 'pow', 'acot', 'x', 's+', '3', 'add', 'mul', 's+', '2', '4', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acot', 'x', 's+', '2', 'add', 'mul', 's+', '2', '4', 'mul', 'pow', 'x', 's+', '5', 'acot', 'x', 'mul', 's+', '3', '2', 'mul', 'pow', 'x', 's+', '3', 'acot', 'x']",x**8 - 8*x**7 - 4*x**6*acot(x) + 24*x**6 + 24*x**5*acot(x) - 32*x**5 + 6*x**4*acot(x)**2 - 48*x**4*acot(x) + 16*x**4 - 24*x**3*acot(x)**2 + 32*x**3*acot(x) - 4*x**2*acot(x)**3 + 24*x**2*acot(x)**2 + 8*x*acot(x)**3 + acot(x)**4,x**4*(-144*pi + 24 + 60*pi**2)/24 + x**3*(-18*pi**2 + pi**3 + 12*pi)/6 + x**2*(-pi**3 + 3*pi**2)/2 + pi**3*x/2 + pi**4/16
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'tan', 'x']",-x**2 + tan(x),x**3/3 - x**2 + x
"['add', 'x', 'add', 'mul', 'x', 'cos', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'mul', 'x', 'cos', 'x']",-x*cos(x) + x*cos(x**2) + x,x**3/2 + x
"['acot', 'mul', 's+', '2', 'x']",acot(2*x),8*x**3/3 - 2*x + pi/2
"['mul', 'x', 'pow', 'cos', 'x', 's-', '1']",x/cos(x),x**3/2 + x
"['add', 'x', 'mul', 's-', '1', 'pow', 'add', 'x', 'cos', 'x', 'pow', 'x', 's+', '2']",x - (x + cos(x))**(x**2),x**4 - x**3 + x - 1
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['mul', 's+', '3', 'x']",3*x,3*x
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['pow', 'add', 'x', 'tan', 'cos', 'tan', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(x + tan(cos(tan(x)))),-x**4*((1 + tan(1)**2)*(7 - 6*tan(1))/2 + 15/(16*tan(1)**3) + 9*(1 + tan(1)**2)/(4*tan(1)**2) + 3*(1 + tan(1)**2)**2/(4*tan(1)))/(24*sqrt(tan(1))) - x**3*(-6*(1 + tan(1)**2)/tan(1) - 3/tan(1)**2)/(48*sqrt(tan(1))) - x**2*(1/tan(1) + 2 + 2*tan(1)**2)/(8*sqrt(tan(1))) + x/(2*sqrt(tan(1))) + sqrt(tan(1))
"['mul', 'x', 'cos', 's+', '1']",x*cos(1),x*cos(1)
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",x**2 + 2*x,x**2 + 2*x
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '1', '2', 'add', 'mul', 's-', '3', '0', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '3', '0', 'pow', 'x', 's+', '8', 'add', 'mul', 's-', '1', '0', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '6', 'pow', 'x', 's+', '7', 'add', 'mul', 's-', '6', 'pow', 'x', 's+', '1', '1', 'add', 'mul', 's+', '6', 'x', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '9', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '9', 'pow', 'x', 's+', '1', '0', 'add', 'mul', 's+', '1', '0', 'pow', 'x', 's+', '9', 'mul', 's+', '4', '1', 'pow', 'x', 's+', '6']",x**12 - 6*x**11 + 9*x**10 + 10*x**9 - 30*x**8 - 6*x**7 + 41*x**6 + 6*x**5 - 30*x**4 - 10*x**3 + 9*x**2 + 6*x + 1,-30*x**4 - 10*x**3 + 9*x**2 + 6*x + 1
"['cos', 'exp', 'cos', 'tan', 'x']",cos(exp(cos(tan(x)))),E*x**4*(4*sin(E) - 3*E*cos(E))/24 + E*x**2*sin(E)/2 + cos(E)
"['pow', 'x', 's+', '2']",x**2,x**2
"['tan', 'pow', 'x', 's+', '3']",tan(x**3),x**3
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['mul', 's+', '2', '7', 'pow', 'x', 's+', '4']",27*x**4,27*x**4
"['add', 'pow', 'cos', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 's+', '6', 'mul', 's-', '1', 'x']",-x + cos(x**3 - x**2)**6,-3*x**4 - x + 1
"['add', 'mul', 's-', '1', 'x', 'sin', 'x']",-x + sin(x),-x**3/6
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'acos', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'acos', 'x']",x**2 + 2*x*acos(x) + acos(x)**2,-pi*x**3/6 + pi**2/4
"['add', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'tan', 'pow', 'x', 's+', '5', 'mul', 's+', '2', 'x']",x**6 + 2*x - tan(x**5),2*x
"['add', 'x', 'pow', 'acos', 'x', 'x']",x + acos(x)**x,x**4*(-2*(32/pi**2 + 4)/pi - 48*log(pi/2)/pi**2 - 24*log(pi/2)**2/pi + log(pi/2)**4 + 48/pi**2)/24 + x**3*(-12*log(pi/2)/pi - 12/pi**2 + log(pi/2)**3)/6 + x**2*(-4/pi + log(pi/2)**2)/2 + x*(log(pi/2) + 1) + 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-x**2 + 2*x,-x**2 + 2*x
"['asin', 'pow', 'x', 's+', '3']",asin(x**3),x**3
"['add', 'mul', 's-', '1', 'x', 'exp', 'mul', 'x', 'acot', 'x']",-x + exp(x*acot(x)),x**4*(-3*pi**2 + pi**4/16 + 20)/24 + x**3*(-3*pi + pi**3/8)/6 + x**2*(-2 + pi**2/4)/2 + x*(-1 + pi/2) + 1
"['tan', 'x']",tan(x),x**3/3 + x
"['sin', 'tan', 'add', 'pow', 'x', 's+', '6', 'mul', 's-', '1', 'x']",sin(tan(x**6 - x)),-x**3/6 - x
"['add', 'mul', 's-', '1', 'x', 'mul', 'x', 'cos', 'x']",x*cos(x) - x,-x**3/2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2 + x,2*x**2 + x
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'mul', 's-', '1', 'mul', 'x', 'pow', 'add', 'x', 'mul', 's-', '1', 'sin', 'cos', 'mul', 'pow', 'x', 's+', '5', 'pow', 'tan', 'x', 's+', '5', 's-', '1', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'x', 'mul', 's-', '1', 'sin', 'cos', 'mul', 'pow', 'x', 's+', '5', 'pow', 'tan', 'x', 's+', '5', 's-', '1', 'mul', 'x', 'mul', 'pow', 'add', 'x', 'mul', 's-', '1', 'sin', 'cos', 'mul', 'pow', 'x', 's+', '5', 'pow', 'tan', 'x', 's+', '5', 's-', '1', 'sin', 'cos', 'mul', 'pow', 'x', 's+', '5', 'pow', 'tan', 'x', 's+', '5']",-x**2/(x - sin(cos(x**5*tan(x)**5))) + x*sin(cos(x**5*tan(x)**5))/(x - sin(cos(x**5*tan(x)**5))) - x/(x - sin(cos(x**5*tan(x)**5))),x**4/sin(1)**4 + x**3/sin(1)**3 + x**2/sin(1)**2 + x*(-1 + 1/sin(1))
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 'x', 'sin', 'x']",x + sin(x),-x**3/6 + 2*x
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '5', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",x**5 + x**2 + x/2,x**2 + x/2
"['mul', 'x', 'pow', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'cos', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'x', 'mul', 's-', '2', 'mul', 'x', 'cos', 'x', 's-', '1']",x/(-x**2 - 2*x*cos(x) + 2*x - cos(x)**2),-x**4 - x
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['mul', 'x', 'acos', 'mul', 'pow', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '4', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '4', 's-', '1']",x*acos(2**(1/4)*x**(1/4)),pi*x/2
"['add', 'exp', 'mul', 's+', '2', 'x', 'tan', 'pow', 'x', 's+', '3']",exp(2*x) + tan(x**3),2*x**4/3 + 7*x**3/3 + 2*x**2 + 2*x + 1
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",x**4 + x**3 + 2*x**2,x**4 + x**3 + 2*x**2
"['pow', 'x', 's+', '3']",x**3,x**3
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 'x', 'pow', 'add', 'x', 'pow', 'add', 's+', '1', 'x', 'x', 's-', '1']",x/(x + (x + 1)**x),3*x**4/2 - x**2 + x
"['add', 'x', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'sin', 'mul', 's+', '2', 'x']",x + sin(2*x)/2,-2*x**3/3 + 2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'acos', 'x']",x**3 + x**2*acos(x),pi*x**2/2
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'pow', 'pow', 'x', 's+', '5', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",2*x**2 + 2*x*sqrt(x**5) - x,-x
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 's-', '2', 'x']",-2*x,-2*x
"['pow', 'sin', 'pow', 'x', 'mul', 's+', '6', 'x', 's+', '2']",sin(x**(6*x))**2,sin(1)**2
"['add', 'x', 'asin', 'x']",x + asin(x),x**3/6 + 2*x
"['pow', 'acos', 'x', 's+', '3']",acos(x)**3,pi*x**4/2 + x**3*(-3*pi**2/4 - 6)/6 + 3*pi*x**2/2 - 3*pi**2*x/4 + pi**3/8
"['pow', 'x', 's+', '2']",x**2,x**2
"['sin', 'pow', 'x', 's+', '4']",sin(x**4),x**4
"['pow', 'sin', 'x', 's+', '3']",sin(x)**3,x**3
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'mul', 'x', 'tan', 'x']",x**3 - x*tan(x) + x,-x**4/3 + x**3 - x**2 + x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', 'mul', 's+', '3', 'pow', 'x', 's+', '2']",-x**6 + 3*x**2,3*x**2
"['cos', 'add', 'x', 'pow', 'x', 's+', '6']",cos(x**6 + x),x**4/24 - x**2/2 + 1
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 'mul', 's-', '2', 'mul', 'pow', 'x', 's+', '2', 'acot', 'x', 'cos', 'x']",-2*x**2*acot(x) + cos(x),x**4/24 + 2*x**3 + x**2*(-2*pi - 1)/2 + 1
"['add', 'pow', 'add', 'x', 'acos', 'x', 'x', 'mul', 's-', '2', 'x']",-2*x + (x + acos(x))**x,x**4*(-8/pi + log(pi/2)**4)/24 + x**3*log(pi/2)**3/6 + x**2*log(pi/2)**2/2 + x*(-2 + log(pi/2)) + 1
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'x', 'cos', 's+', '1']",x + cos(1),x + cos(1)
"['tan', 'tan', 'x']",tan(tan(x)),2*x**3/3 + x
"['add', 'x', 'exp', 's+', '2']",x + exp(2),x + exp(2)
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['exp', 'mul', 's+', '3', 'x']",exp(3*x),27*x**4/8 + 9*x**3/2 + 9*x**2/2 + 3*x + 1
"['add', 'x', 'exp', 'x']",x + exp(x),x**4/24 + x**3/6 + x**2/2 + 2*x + 1
"['mul', 's-', '1', 'x']",-x,-x
"['cos', 'pow', 'add', 'x', 'pow', 'x', 's+', '2', 'pow', 'sin', 'mul', 's+', '2', 'x', 's+', '5']",cos((x**2 + x)**(sin(2*x)**5)),cos(1)
"['cos', 'sin', 'pow', 'x', 's+', '2']",cos(sin(x**2)),1 - x**4/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['tan', 'x']",tan(x),x**3/3 + x
"['mul', 's+', '2', 'x']",2*x,2*x
"['sin', 's+', '1']",sin(1),sin(1)
"['mul', 'E', 'exp', 'pow', 'x', 's+', '4']",E*exp(x**4),E*x**4 + E
"['pow', 'x', 's+', '2']",x**2,x**2
"['acot', 'add', 'pow', 'x', 's+', '6', 'tan', 'add', 'x', 'cos', 'x']",acot(x**6 + tan(x + cos(x))),x**4*(-48*(-tan(1)**2 - 1 + 2*(1 + tan(1)**2)*tan(1))*tan(1)**2 - 40*(1 + tan(1)**2)**2*tan(1) - 6*(1 + tan(1)**2)*tan(1) - tan(1)**2 - 1 + 12*(1 + tan(1)**2)**2 + 6*(-tan(1)**2 - 1 + 2*(1 + tan(1)**2)*tan(1))**2*tan(1)/(1 + tan(1)**2) + 24*(1 + tan(1)**2)*tan(1)**2 + 12*(1 + tan(1)**2)*(-tan(1)**2 - 1 + 2*(1 + tan(1)**2)*tan(1)) + 8*(-6*(1 + tan(1)**2)*tan(1) + 2*(1 + tan(1)**2)**2 + 4*(1 + tan(1)**2)*tan(1)**2)*tan(1) + 40*(1 + tan(1)**2)*tan(1)**3)/(24*(1 + tan(1)**2)) + x**3*(-12*(1 + tan(1)**2)*tan(1)**2 + 6*(1 + tan(1)**2)*tan(1) + 6*(-tan(1)**2 - 1 + 2*(1 + tan(1)**2)*tan(1))*tan(1))/(6*(1 + tan(1)**2)) + x**2/2 - x - 1 + pi/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '4']",x**4,x**4
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '2', 'x']",-x**2 - 2*x,-x**2 - 2*x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",-x**2*sin(x) + x**2,-x**3 + x**2
"['add', 'mul', 's+', '2', 'x', 'cos', 'add', 'x', 'add', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '6']",2*x + cos(x**(3/2) - x**6 + x),2*x + 1
"['add', 's-', '2', 'x']",x - 2,x - 2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-x**2 + 2*x,-x**2 + 2*x
"['add', 'x', 'add', 'pow', 'x', 's+', '5', 'add', 'pow', 'x', 's+', '2', '1', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '9', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '1', '7', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '1', '3', 'sin', 'x']",x**21 + 4*x**17 + 6*x**13 + 4*x**9 + x**5 + x + sin(x),-x**3/6 + 2*x
"['pow', 'x', 's+', '4']",x**4,x**4
"['add', 'x', 'mul', 's-', '1', 'cos', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '8']",x - cos(x**8 + x**2),x**4/2 + x - 1
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['add', 'mul', 's-', '1', 'x', 'asin', 'x']",-x + asin(x),x**3/6
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 'pow', 'x', 's+', '2', 'exp', 'mul', 's+', '2', 'x', 'mul', 's-', '2', 'mul', 'pow', 'x', 's+', '3', 'exp', 'x']",x**4 - 2*x**3*exp(x) + x**2*exp(2*x),x**4 + x**2
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'mul', 'x', 'exp', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4', 'exp', 'mul', 's+', '3', '2', 'pow', 'x', 's+', '4']",x**2 + 2*x*exp(16*x**4) + x + exp(32*x**4),32*x**4 + x**2 + 3*x + 1
"['add', 'mul', 's-', '1', 'x', 'exp', 'x']",-x + exp(x),x**4/24 + x**3/6 + x**2/2 + 1
"['sin', 's+', '1']",sin(1),sin(1)
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'acot', 'x', 's+', '6', 'add', 'mul', 's-', '2', '0', 'mul', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'pow', 'acot', 'x', 's+', '3', 'add', 'mul', 's-', '6', 'mul', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pow', 'acot', 'x', 's+', '5', 'add', 'mul', 's-', '6', 'mul', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'acot', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'x', 'pow', 'acot', 'x', 's+', '4', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acot', 'x', 's+', '2']",-6*x**(5/2)*acot(x) - 20*x**(3/2)*acot(x)**3 - 6*sqrt(x)*acot(x)**5 + x**3 + 15*x**2*acot(x)**2 + 15*x*acot(x)**4 + acot(x)**6,pi**6/64
"['add', 's+', '1', 'x']",x + 1,x + 1
"['add', 'x', 'sin', 'x']",x + sin(x),-x**3/6 + 2*x
"['add', 'x', 'sin', 'x']",x + sin(x),-x**3/6 + 2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['cos', 'add', 's-', '1', 'x']",cos(x - 1),x**4*cos(1)/24 - x**3*sin(1)/6 - x**2*cos(1)/2 + x*sin(1) + cos(1)
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 'x', 'acot', 'mul', 'x', 'cos', 'x']",-x**2 + x*acot(x*cos(x)) - x,5*x**4/6 - 2*x**2 + x*(-1 + pi/2)
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'pow', 'x', 's+', '9']",2*x**9 + 2*x**4,2*x**4
"['sin', 'mul', 's+', '3', 'pow', 'x', 's+', '3']",sin(3*x**3),3*x**3
"['add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '2', '1']",x**21 + x**2,x**2
"['mul', 's+', '4', 'pow', 'x', 's+', '2']",4*x**2,4*x**2
"['add', 'x', 'mul', 's-', '1', 'pow', 'acos', 'pow', 'x', 's+', '2', 's+', '5']",x - acos(x**2)**5,-5*pi**3*x**4/4 + 5*pi**4*x**2/16 + x - pi**5/32
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-x**2 + 2*x,-x**2 + 2*x
"['add', 'pow', 'x', 's+', '3', 'cos', 'x']",x**3 + cos(x),x**4/24 + x**3 - x**2/2 + 1
"['pow', 'x', 's+', '3']",x**3,x**3
"['sin', 'cos', 'x']",sin(cos(x)),x**4*(-3*sin(1) + cos(1))/24 - x**2*cos(1)/2 + sin(1)
"['add', 'mul', 's+', '2', 'x', 'mul', 's+', '3', 'pow', 'x', 's+', '2']",3*x**2 + 2*x,3*x**2 + 2*x
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['mul', 's+', '3', 'x']",3*x,3*x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'x']",x**3 - x,x**3 - x
"['pow', 'x', 's+', '3']",x**3,x**3
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 's+', '1', 'mul', 's-', '1', 'x']",1 - x,1 - x
"['mul', 'pow', 'x', 's+', '3', 'exp', 'mul', 's+', '3', 'x']",x**3*exp(3*x),3*x**4 + x**3
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'asin', 'x']",x**2 + x*asin(x),x**4/6 + 2*x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['cos', 'tan', 'x']",cos(tan(x)),-7*x**4/24 - x**2/2 + 1
"['add', 'mul', 's-', '1', 'x', 'sin', 'x']",-x + sin(x),-x**3/6
"['add', 'pow', 'cos', 'x', 's+', '4', 'add', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '3', '2', 'mul', 'pow', 'x', 's+', '3', 'cos', 'x', 'add', 'mul', 's-', '8', 'mul', 'x', 'pow', 'cos', 'x', 's+', '3', 'mul', 's+', '2', '4', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '2']",16*x**4 - 32*x**3*cos(x) + 24*x**2*cos(x)**2 - 8*x*cos(x)**3 + cos(x)**4,-19*x**4/3 - 20*x**3 + 22*x**2 - 8*x + 1
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '7', 'add', 'mul', 's-', '1', 'mul', 'x', 'pow', 'sin', 'x', 's+', '6', 'add', 'mul', 's-', '1', '5', 'mul', 'pow', 'x', 's+', '3', 'pow', 'sin', 'x', 's+', '4', 'add', 'mul', 's-', '1', '5', 'mul', 'pow', 'x', 's+', '5', 'pow', 'sin', 'x', 's+', '2', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '2', 'pow', 'sin', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '6', 'sin', 'x', 'mul', 's+', '2', '0', 'mul', 'pow', 'x', 's+', '4', 'pow', 'sin', 'x', 's+', '3']",-x**7 + 6*x**6*sin(x) - 15*x**5*sin(x)**2 + 20*x**4*sin(x)**3 - 15*x**3*sin(x)**4 + 6*x**2*sin(x)**5 + x**2 - x*sin(x)**6,x**2
"['mul', 'x', 'cos', 'add', 'mul', 's-', '1', 'x', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acos', 'x', 's-', '1']",x*cos(x**2/acos(x) - x),2*x**4/pi - x**3/2 + x
"['mul', 's-', '1', 'cos', 'x']",-cos(x),-x**4/24 + x**2/2 - 1
"['add', 'x', 'cos', 'x']",x + cos(x),x**4/24 - x**2/2 + x + 1
"['pow', 'x', 's+', '2']",x**2,x**2
"['sin', 'add', 'x', 'pow', 'x', 's+', '2']",sin(x**2 + x),-x**4/2 - x**3/6 + x**2 + x
"['tan', 'pow', 'exp', 'mul', 's+', '6', 'pow', 'x', 's+', '2', 'x']",tan(exp(6*x**2)**x),x**3*(36 + 36*tan(1)**2)/6 + tan(1)
"['pow', 'x', 's+', '4']",x**4,x**4
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 's+', '2', 'x']",2*x,2*x
